,ID,Date,Company,Title,Link
165,,9/19/2021,"Hitachi Vantara Vietnam Co., Ltd.",fresher/data entry hcm đà nẵng,https://vn.linkedin.com/jobs/view/fresher-data-entry-hcm-%C4%91%C3%A0-n%E1%BA%B5ng-at-hitachi-vantara-vietnam-co-ltd-2755265021?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=dvIJrlF7hdSJaeUA4neuag%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card
166,,10/31/2021,KMS Solutions,"data engineer, kms solutions",https://vn.linkedin.com/jobs/view/data-engineer-kms-solutions-at-kms-solutions-2780434452?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=%2BmcQGuYj75InnMU9UMssQQ%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card
167,,10/4/2021,Viva Republica Việt Nam (toss Vietnam),market research analyst,https://vn.linkedin.com/jobs/view/market-research-analyst-at-viva-republica-vi%E1%BB%87t-nam-toss-vietnam-2778077313?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=T6udXVdyqujb623Om4JFPw%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card
168,3pCfcttkjxyHEXBDu0g8DQ==,10/27/2021,Pierre Fabre Group,business analysis manager,https://vn.linkedin.com/jobs/view/business-analysis-manager-at-pierre-fabre-group-2770749449?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=3pCfcttkjxyHEXBDu0g8DQ%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card
169,IilJMMVBl3SMDPZ73EapRA==,10/25/2021,Deloitte,director - technology strategy & transformation - vn,https://vn.linkedin.com/jobs/view/director-technology-strategy-transformation-vn-at-deloitte-2596228413?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=IilJMMVBl3SMDPZ73EapRA%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card
170,9WueAOP4a1DQVz8X2bfwSw==,10/29/2021,Barefoot Ventures,investment analyst,https://vn.linkedin.com/jobs/view/investment-analyst-at-barefoot-ventures-2771018384?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=9WueAOP4a1DQVz8X2bfwSw%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card
171,NoGPEbrbCZNh7czWiANsVw==,10/11/2021,Grooo International,it business analyst,https://vn.linkedin.com/jobs/view/it-business-analyst-at-grooo-international-2744614159?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=NoGPEbrbCZNh7czWiANsVw%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card
172,9zRuocVKNTQd1aaFeC6Uzw==,9/23/2021,TIKI Corporation,"data product manager, tiki ads",https://vn.linkedin.com/jobs/view/data-product-manager-tiki-ads-at-tiki-corporation-2764434092?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=9zRuocVKNTQd1aaFeC6Uzw%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card
173,STSby1ZHjZeJSANPLuRQ7w==,10/8/2021,Techcombank (TCB),business system analyst( data platform),https://vn.linkedin.com/jobs/view/business-system-analyst-data-platform-at-techcombank-tcb-2699209652?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=STSby1ZHjZeJSANPLuRQ7w%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card
174,,11/1/2021,Beta,finance control & analysis,https://vn.linkedin.com/jobs/view/finance-control-analysis-at-beta-2780936600?refId=LanU62xsz6QR7ltaoGagzw%3D%3D&trackingId=%2BEb1QMo8HGo7Fv1ZfQkL9Q%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card
175,Pk/bh0aqF9JL4Y+Aa0Chng==,10/25/2021,Procter & Gamble,it intern,https://vn.linkedin.com/jobs/view/it-intern-at-procter-gamble-2766745156?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=Pk%2Fbh0aqF9JL4Y%2BAa0Chng%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card
176,FITXpUZVhOBJpHz/UMFEOQ==,10/22/2021,Vietsourcing Human Resources Services,data product manager,https://vn.linkedin.com/jobs/view/data-product-manager-at-vietsourcing-human-resources-services-2762839539?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=FITXpUZVhOBJpHz%2FUMFEOQ%3D%3D&position=2&pageNum=7&trk=public_jobs_jserp-result_search-card
177,swty3slpcz1RHBjQCHEOMQ==,10/28/2021,Chợ Tốt,growth analyst,https://vn.linkedin.com/jobs/view/growth-analyst-at-ch%E1%BB%A3-t%E1%BB%91t-2767083765?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=swty3slpcz1RHBjQCHEOMQ%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card
178,1ajEDrrnTssB6pANIV3dcw==,10/14/2021,Shopee,fraud project management,https://vn.linkedin.com/jobs/view/fraud-project-management-at-shopee-2698741443?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=1ajEDrrnTssB6pANIV3dcw%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card
179,RIeSGPY4slpfXTeb+1M3BA==,10/19/2021,Boston Consulting Group (BCG),digitalbcg | project leaders – financial institutions (fi),https://vn.linkedin.com/jobs/view/digitalbcg-project-leaders-%E2%80%93-financial-institutions-fi-at-boston-consulting-group-bcg-2755936823?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=RIeSGPY4slpfXTeb%2B1M3BA%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card
180,jpyCUJq6Fi9cFS2BKH09vA==,10/6/2021,Shopee,shopee vietnam global leaders program (glp) - 2022,https://vn.linkedin.com/jobs/view/shopee-vietnam-global-leaders-program-glp-2022-at-shopee-2780592789?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=jpyCUJq6Fi9cFS2BKH09vA%3D%3D&position=7&pageNum=7&trk=public_jobs_jserp-result_search-card
181,QUM2myQ7+72qZ60ZLhAqMg==,10/13/2021,Shopee,shopee express - quality assurance,https://vn.linkedin.com/jobs/view/shopee-express-quality-assurance-at-shopee-2698738263?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=QUM2myQ7%2B72qZ60ZLhAqMg%3D%3D&position=10&pageNum=7&trk=public_jobs_jserp-result_search-card
182,0zNtOR4N4IyO3lkbpM6DOA==,11/1/2021,Shopee,sem lead,https://vn.linkedin.com/jobs/view/sem-lead-at-shopee-2774523631?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=0zNtOR4N4IyO3lkbpM6DOA%3D%3D&position=11&pageNum=7&trk=public_jobs_jserp-result_search-card
183,tBKanE6gTxnTQh8+1N4TZA==,9/26/2021,Michael Page,senior director of data and analytics_a transforming local bank,https://vn.linkedin.com/jobs/view/senior-director-of-data-and-analytics-a-transforming-local-bank-at-michael-page-2768047285?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=tBKanE6gTxnTQh8%2B1N4TZA%3D%3D&position=16&pageNum=7&trk=public_jobs_jserp-result_search-card
184,AmCLV5+2toQe2WDP6v/T9g==,10/29/2021,"Yaraku, Inc.",nlp developer,https://vn.linkedin.com/jobs/view/nlp-developer-at-yaraku-inc-2771058843?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=AmCLV5%2B2toQe2WDP6v%2FT9g%3D%3D&position=17&pageNum=7&trk=public_jobs_jserp-result_search-card
185,sBANkqV+ZRrgyEQhou0WXw==,10/23/2021,BioTuring,single-cell computational scientist,https://vn.linkedin.com/jobs/view/single-cell-computational-scientist-at-bioturing-2765300124?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=sBANkqV%2BZRrgyEQhou0WXw%3D%3D&position=18&pageNum=7&trk=public_jobs_jserp-result_search-card
186,YA+uOKQJHzyHo1c9e2p0yQ==,9/19/2021,Shopee,logistics associate,https://vn.linkedin.com/jobs/view/logistics-associate-at-shopee-2756444323?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=YA%2BuOKQJHzyHo1c9e2p0yQ%3D%3D&position=19&pageNum=7&trk=public_jobs_jserp-result_search-card
187,,10/29/2021,Finan,data engineering,https://vn.linkedin.com/jobs/view/data-engineering-at-finan-2778046715?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=s3jacXwTgywYPtR%2ByoIzlw%3D%3D&position=23&pageNum=7&trk=public_jobs_jserp-result_search-card
188,Lo7+0wwpOEYCz+eNKI98YA==,10/14/2021,Shopee,business development,https://vn.linkedin.com/jobs/view/business-development-at-shopee-2698733831?refId=dPT9u4K4kGYKZ3LogQSY%2Bw%3D%3D&trackingId=Lo7%2B0wwpOEYCz%2BeNKI98YA%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card
189,lwjMBQkhzaz3y2GDSDoAsg==,10/12/2021,Citi,product solution manager,https://vn.linkedin.com/jobs/view/product-solution-manager-at-citi-2754570291?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=lwjMBQkhzaz3y2GDSDoAsg%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card
190,R2E238/HGw2SON8UapXU+Q==,10/14/2021,Shopee,operations - fraud,https://vn.linkedin.com/jobs/view/operations-fraud-at-shopee-2698740838?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=R2E238%2FHGw2SON8UapXU%2BQ%3D%3D&position=3&pageNum=8&trk=public_jobs_jserp-result_search-card
191,0i3b1QqS+LXiNXYK5Bz/Vw==,10/21/2021,McKinsey & Company,senior knowledge analyst,https://vn.linkedin.com/jobs/view/senior-knowledge-analyst-at-mckinsey-company-2686376929?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=0i3b1QqS%2BLXiNXYK5Bz%2FVw%3D%3D&position=4&pageNum=8&trk=public_jobs_jserp-result_search-card
192,ObwuL4/ryojqIro9JxWz1A==,10/15/2021,Flight Centre Travel Group,power bi developer / data modeler,https://vn.linkedin.com/jobs/view/power-bi-developer-data-modeler-at-flight-centre-travel-group-2757818541?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=ObwuL4%2FryojqIro9JxWz1A%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card
193,oi9QQyLjInGjw94aUMpSlg==,9/19/2021,Shopee,risk management,https://vn.linkedin.com/jobs/view/risk-management-at-shopee-2756433800?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=oi9QQyLjInGjw94aUMpSlg%3D%3D&position=7&pageNum=8&trk=public_jobs_jserp-result_search-card
194,3Qsfm+No+h37Ykg6XouJLQ==,10/5/2021,Visa,"sr. director, head of vca, vietnam",https://vn.linkedin.com/jobs/view/sr-director-head-of-vca-vietnam-at-visa-2738177905?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=3Qsfm%2BNo%2Bh37Ykg6XouJLQ%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card
195,aJc6IHP++BGaciAugOZQ9Q==,10/19/2021,DIAS advisors,associate intern,https://vn.linkedin.com/jobs/view/associate-intern-at-dias-advisors-2765098726?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=aJc6IHP%2B%2BBGaciAugOZQ9Q%3D%3D&position=10&pageNum=8&trk=public_jobs_jserp-result_search-card
196,KY38iRjLEbeTCF5fd1VbhQ==,10/22/2021,FPT Digital,director - technology consulting,https://vn.linkedin.com/jobs/view/director-technology-consulting-at-fpt-digital-2762831280?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=KY38iRjLEbeTCF5fd1VbhQ%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card
197,z0GZtN+DFzHxbbRpYFW7SQ==,10/4/2021,TikTok,client solutions manager,https://vn.linkedin.com/jobs/view/client-solutions-manager-at-tiktok-2617224616?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=z0GZtN%2BDFzHxbbRpYFW7SQ%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card
198,rZSSb5eiS46mj/mUFoIuWA==,10/25/2021,Tridge,data manager - vietnam (remote),https://vn.linkedin.com/jobs/view/data-manager-vietnam-remote-at-tridge-2766734135?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=rZSSb5eiS46mj%2FmUFoIuWA%3D%3D&position=14&pageNum=8&trk=public_jobs_jserp-result_search-card
199,NNVBM4J7/KMY76V1pkTVKA==,10/31/2021,ZaloPay,growth strategy lead/associate,https://vn.linkedin.com/jobs/view/growth-strategy-lead-associate-at-zalopay-2773704689?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=NNVBM4J7%2FKMY76V1pkTVKA%3D%3D&position=15&pageNum=8&trk=public_jobs_jserp-result_search-card
200,SKcUpXA41gokob6+CjLp7Q==,10/28/2021,Techcombank (TCB),"senior manager, data science",https://vn.linkedin.com/jobs/view/senior-manager-data-science-at-techcombank-tcb-2739406138?refId=4ib2lAUtqFgAKefbz0JrcA%3D%3D&trackingId=SKcUpXA41gokob6%2BCjLp7Q%3D%3D&position=16&pageNum=8&trk=public_jobs_jserp-result_search-card
