,Title,Link
37,Supervisor - Tiếng Nhật - Phòng Sale(NEW),https://www.vietnamworks.com/supervisor-tieng-nhat-phong-sale-1436729-jd/?source=searchResults&searchType=2&placement=1436730&sortBy=date
38,Logistics Executive (Salary up to 500$ Per month)(NEW),https://www.vietnamworks.com/logistics-executive-salary-up-to-500-per-month-1-1434139-jd/?source=searchResults&searchType=2&placement=1434140&sortBy=date
39,Country Manager – Vietnam(NEW),https://www.vietnamworks.com/country-manager-vietnam-15-1434005-jd/?source=searchResults&searchType=2&placement=1434006&sortBy=date
40,Senior Legal & Compliance Executive in Hanoi(NEW),https://www.vietnamworks.com/senior-legal-compliance-executive-in-hanoi-1-1431482-jd/?source=searchResults&searchType=2&placement=1431483&sortBy=date
41,Chuyên Viên Tuyển Dụng IT(NEW),https://www.vietnamworks.com/chuyen-vien-tuyen-dung-it-3-1429089-jd/?source=searchResults&searchType=2&placement=1429090&sortBy=date
42,General Accountant for Luxury Brand - Attractive Salary & Benefits(NEW),https://www.vietnamworks.com/general-accountant-for-luxury-brand-attractive-salary-benefits-1436191-jd/?source=searchResults&searchType=2&placement=1436192&sortBy=date
43,Hot Job - Nhân Viên Xuất Nhập Khẩu (Lương Thưởng Hấp Dẫn)(NEW),https://www.vietnamworks.com/hot-job-nhan-vien-xuat-nhap-khau-luong-thuong-hap-dan-1436689-jd/?source=searchResults&searchType=2&placement=1436690&sortBy=date
44,Chuyên Viên Kinh Doanh Thiết Bị Y Tế - [Mức Lương 8M -10M + Phụ Cấp + Thưởng](NEW),https://www.vietnamworks.com/chuyen-vien-kinh-doanh-thiet-bi-y-te-muc-luong-8m-10m-phu-cap-thuong-1-1434112-jd/?source=searchResults&searchType=2&placement=1434113&sortBy=date
45,Customs Liquidation & Customs Declaration Staff (Experienced) (Salary up to 650$ Per month)(NEW),https://www.vietnamworks.com/customs-liquidation-customs-declaration-staff-experienced-salary-up-to-650-per-month-1-1434138-jd/?source=searchResults&searchType=2&placement=1434139&sortBy=date
46,Web Developer (Chấp Nhận Sinh Viên Mới Ra Trường)(NEW),https://www.vietnamworks.com/web-developer-chap-nhan-sinh-vien-moi-ra-truong-1429093-jd/?source=searchResults&searchType=2&placement=1429094&sortBy=date
47,"QC Engineers (Tester, QA QC, Manual)(NEW)",https://www.vietnamworks.com/qc-engineers-tester-qa-qc-manual-1438982-jd/?source=searchResults&searchType=2&placement=1438983&sortBy=date
48,"3D Modeler ( Background Modeler ) - Up to 30,000,000(NEW)",https://www.vietnamworks.com/3d-modeler-background-modeler-up-to-30-000-000-1-1437463-jd/?source=searchResults&searchType=2&placement=1437464&sortBy=date
49,"Unity Game Developer (Up to 40,000,000 VNĐ)(NEW)",https://www.vietnamworks.com/unity-game-developer-up-to-40-000-000-vnd-1-1-1437473-jd/?source=searchResults&searchType=2&placement=1437474&sortBy=date
50,Chuyên Viên Quản Trị Hệ Thống Công Nghệ Thông Tin(NEW),https://www.vietnamworks.com/chuyen-vien-quan-tri-he-thong-cong-nghe-thong-tin-2-1436786-jd/?source=searchResults&searchType=2&placement=1436787&sortBy=date
51,Chuyên Viên Kinh Doanh (Thương Mại Điện Tử)(NEW),https://www.vietnamworks.com/chuyen-vien-kinh-doanh-thuong-mai-dien-tu-6-1436103-jd/?source=searchResults&searchType=2&placement=1436104&sortBy=date
52,"Sales Team Leader (Fix Allowence $1,200)(NEW)",https://www.vietnamworks.com/sales-team-leader-fix-allowence-1-200-1433627-jd/?source=searchResults&searchType=2&placement=1433628&sortBy=date
53,Chuyên Viên Cao Cấp Tài Chính(NEW),https://www.vietnamworks.com/chuyen-vien-cao-cap-tai-chinh-3-1-1436777-jd/?source=searchResults&searchType=2&placement=1436778&sortBy=date
54,Chuyên Viên Cao Cấp Tuyển Dụng (Nghỉ Thứ 7 Và Chủ Nhật)(NEW),https://www.vietnamworks.com/chuyen-vien-cao-cap-tuyen-dung-nghi-thu-7-va-chu-nhat-1-1436778-jd/?source=searchResults&searchType=2&placement=1436779&sortBy=date
55,Trưởng Ban Kiểm Toán Nội Bộ(NEW),https://www.vietnamworks.com/truong-ban-kiem-toan-noi-bo-5-1-1436776-jd/?source=searchResults&searchType=2&placement=1436777&sortBy=date
56,Java Developer (Thu Nhập Tương Đương Từ 14 - 22 Tháng Lương)(NEW),https://www.vietnamworks.com/java-developer-thu-nhap-tuong-duong-tu-14-22-thang-luong-1-1-1434881-jd/?source=searchResults&searchType=2&placement=1434882&sortBy=date
57,Overseas Purchasing Executive(NEW),https://www.vietnamworks.com/overseas-purchasing-executive-1432141-jd/?source=searchResults&searchType=2&placement=1432142&sortBy=date
58,Chuyên Viên Kinh Doanh (Tiếng Anh)(NEW),https://www.vietnamworks.com/chuyen-vien-kinh-doanh-tieng-anh-3-1-2-1-1432138-jd/?source=searchResults&searchType=2&placement=1432139&sortBy=date
59,Microbiologist/ Nhân Viên Phòng Vi Sinh(NEW),https://www.vietnamworks.com/microbiologist-nhan-vien-phong-vi-sinh-1430183-jd/?source=searchResults&searchType=2&placement=1430184&sortBy=date
60,Nhân Viên Phòng Mua Hàng(NEW),https://www.vietnamworks.com/nhan-vien-phong-mua-hang-61-1-1431480-jd/?source=searchResults&searchType=2&placement=1431481&sortBy=date
61,Điều Phối Đội Xe Container(NEW),https://www.vietnamworks.com/dieu-phoi-doi-xe-container-1-1431488-jd/?source=searchResults&searchType=2&placement=1431489&sortBy=date
62,Sales Executive(NEW),https://www.vietnamworks.com/sales-executive-1849-1431461-jd/?source=searchResults&searchType=2&placement=1431462&sortBy=date
63,QA Engineer (Urgent)(NEW),https://www.vietnamworks.com/qa-engineer-urgent-2-1-1439518-jd/?source=searchResults&searchType=2&placement=1439519&sortBy=date
64,Kỹ Sư Kinh Doanh(NEW),https://www.vietnamworks.com/ky-su-kinh-doanh-50-1433703-jd/?source=searchResults&searchType=2&placement=1433704&sortBy=date
65,Technical Architect (Java/nodejs)(NEW),https://www.vietnamworks.com/technical-architect-java-nodejs-1434793-jd/?source=searchResults&searchType=2&placement=1434794&sortBy=date
66,Devops/ System Engineer(NEW),https://www.vietnamworks.com/devops-system-engineer-4-1-1-1-1434772-jd/?source=searchResults&searchType=2&placement=1434773&sortBy=date
67,"Lập Trình Viên Java, J2Ee/web Service/jms, Oracle Database ( Non-Mobile Application)(NEW)",https://www.vietnamworks.com/lap-trinh-vien-java-j2ee-web-service-jms-oracle-database-non-mobile-application-1436206-jd/?source=searchResults&searchType=2&placement=1436207&sortBy=date
68,Senior Devops Engineer(NEW),https://www.vietnamworks.com/senior-devops-engineer-25-1-1-1436548-jd/?source=searchResults&searchType=2&placement=1436549&sortBy=date
69,"Web Developer (Java, Spring, AngularJS) Salary Up to 2000$(NEW)",https://www.vietnamworks.com/web-developer-java-spring-angularjs-salary-up-to-2000-1-1433506-jd/?source=searchResults&searchType=2&placement=1433707&sortBy=date
70,Test Engineer – Sign on Bonus & Salary up to 1500$(NEW),https://www.vietnamworks.com/test-engineer-sign-on-bonus-salary-up-to-1500-1-1433518-jd/?source=searchResults&searchType=2&placement=1433719&sortBy=date
71,IT Staff(NEW),https://www.vietnamworks.com/it-staff-147-1-1-1436569-jd/?source=searchResults&searchType=2&placement=1436770&sortBy=date
72,[HN - HCM] - Chuyên Viên Kinh Doanh Thiết Bị Y Tế(NEW),https://www.vietnamworks.com/hn-hcm-chuyen-vien-kinh-doanh-thiet-bi-y-te-1-1436568-jd/?source=searchResults&searchType=2&placement=1436769&sortBy=date
73,Quality Assurance Staff - QA Staff/ Nhân Viên Đảm Bảo Chất Lượng(NEW),https://www.vietnamworks.com/quality-assurance-staff-qa-staff-nhan-vien-dam-bao-chat-luong-1-1436593-jd/?source=searchResults&searchType=2&placement=1436794&sortBy=date
74,"Kỹ Sư Bảo Trì, Điện - Tự Động Hóa(NEW)",https://www.vietnamworks.com/ky-su-bao-tri-dien-tu-dong-hoa-1436253-jd/?source=searchResults&searchType=2&placement=1436454&sortBy=date
75,Chuyên Gia Nghiên Cứu và Phát Triển Sản Phẩm Tín Dụng - K.KHDN(NEW),https://www.vietnamworks.com/chuyen-gia-nghien-cuu-va-phat-trien-san-pham-tin-dung-k-khdn-1436220-jd/?source=searchResults&searchType=2&placement=1436421&sortBy=date
76,Chuyên Viên Kiểm Thử - K.CNTT(NEW),https://www.vietnamworks.com/chuyen-vien-kiem-thu-k-cntt-1436211-jd/?source=searchResults&searchType=2&placement=1436412&sortBy=date
77,Senior UI/UX Designer (Thu Nhập Lên Đến $1500)(NEW),https://www.vietnamworks.com/senior-ui-ux-designer-thu-nhap-len-den-1500-2-1-1433505-jd/?source=searchResults&searchType=2&placement=1433706&sortBy=date
78,Data Engineer (14 - 50 Triệu)(NEW),https://www.vietnamworks.com/data-engineer-14-50-trieu-1-1-1-1434768-jd/?source=searchResults&searchType=2&placement=1434969&sortBy=date
79,Trưởng Nhóm Thiết Kế M&E Cho Dự Án Nhà Máy(NEW),https://www.vietnamworks.com/truong-nhom-thiet-ke-m-e-cho-du-an-nha-may-1433749-jd/?source=searchResults&searchType=2&placement=1433950&sortBy=date
80,"Lập Trình Viên C#, Java(NEW)",https://www.vietnamworks.com/lap-trinh-vien-c-sharp-java-1433690-jd/?source=searchResults&searchType=2&placement=1433891&sortBy=date
81,Senior IT Recruiter(NEW),https://www.vietnamworks.com/senior-it-recruiter-50-1435079-jd/?source=searchResults&searchType=2&placement=1435280&sortBy=date
82,02 Nhân Viên IT(NEW),https://www.vietnamworks.com/02-nhan-vien-it-5-1-1434886-jd/?source=searchResults&searchType=2&placement=1435087&sortBy=date
83,Fresher 5G Engineer(NEW),https://www.vietnamworks.com/fresher-5g-engineer-1433916-jd/?source=searchResults&searchType=2&placement=1434117&sortBy=date
84,Phó Phòng Pháp Chế và Tuân Thủ (Legal and Compliance Deputy Manager)(NEW),https://www.vietnamworks.com/pho-phong-phap-che-va-tuan-thu-legal-and-compliance-deputy-manager-1433859-jd/?source=searchResults&searchType=2&placement=1434060&sortBy=date
85,Kỹ Sư Công Nghệ Thông Tin - 10 Người(NEW),https://www.vietnamworks.com/ky-su-cong-nghe-thong-tin-10-nguoi-1-1435142-jd/?source=searchResults&searchType=2&placement=1435343&sortBy=date
86,Họa Viên Kết Cấu(NEW),https://www.vietnamworks.com/hoa-vien-ket-cau-14-1-1436556-jd/?source=searchResults&searchType=2&placement=1436757&sortBy=date
87,Copywriter/ux Writer(NEW),https://www.vietnamworks.com/copywriter-ux-writer-1436529-jd/?source=searchResults&searchType=2&placement=1436730&sortBy=date
88,Nữ Nhân Viên Kinh Doanh Quốc Tế - Chỉ Yêu Cầu Tiếng Anh (Chấp Nhận Sinh Viên Mới RA Trường)(NEW),https://www.vietnamworks.com/nu-nhan-vien-kinh-doanh-quoc-te-chi-yeu-cau-tieng-anh-chap-nhan-sinh-vien-moi-ra-truong-2-1436507-jd/?source=searchResults&searchType=2&placement=1436708&sortBy=date
89,Senior Tech Recruiter(NEW),https://www.vietnamworks.com/senior-tech-recruiter-3-1-1436434-jd/?source=searchResults&searchType=2&placement=1436635&sortBy=date
90,Phó Giám Đốc Chi Nhánh(NEW),https://www.vietnamworks.com/pho-giam-doc-chi-nhanh-30-1-1434756-jd/?source=searchResults&searchType=2&placement=1434957&sortBy=date
91,Project Manager (Software)(NEW),https://www.vietnamworks.com/project-manager-software-2-1434759-jd/?source=searchResults&searchType=2&placement=1434960&sortBy=date
92,Fresher Java(NEW),https://www.vietnamworks.com/fresher-java-1-1436391-jd/?source=searchResults&searchType=2&placement=1436592&sortBy=date
93,Production Superintendent(NEW),https://www.vietnamworks.com/production-superintendent-3-1-1-1436365-jd/?source=searchResults&searchType=2&placement=1436566&sortBy=date
94,Kỹ Sư Quản Lý Chất Lượng Nhà Cung Cấp - SQE (Tiếng Trung/tiếng Anh)(NEW),https://www.vietnamworks.com/ky-su-quan-ly-chat-luong-nha-cung-cap-sqe-tieng-trung-tieng-anh-1-1436297-jd/?source=searchResults&searchType=2&placement=1436498&sortBy=date
95,Technical Services Manager and Formulation Manager- Asia(NEW),https://www.vietnamworks.com/technical-services-manager-and-formulation-manager-asia-1436311-jd/?source=searchResults&searchType=2&placement=1436512&sortBy=date
96,Sales Engineer(NEW),https://www.vietnamworks.com/sales-engineer-737-1436349-jd/?source=searchResults&searchType=2&placement=1436550&sortBy=date
97,Nhân Viên Truyền Thông - Làm Tại Hải Dương(NEW),https://www.vietnamworks.com/nhan-vien-truyen-thong-lam-tai-hai-duong-1-1-1-1433836-jd/?source=searchResults&searchType=2&placement=1434037&sortBy=date
98,Nhân Viên Kinh Doanh Thiết Bị Y Tế(NEW),https://www.vietnamworks.com/nhan-vien-kinh-doanh-thiet-bi-y-te-127-1-1-1-1433802-jd/?source=searchResults&searchType=2&placement=1434003&sortBy=date
99,[HOT JOB] Trưởng Nhóm Kinh Doanh Thương Mại Quốc Tế (Lương Hấp Dẫn Từ 15 - 30 Triệu)(NEW),https://www.vietnamworks.com/hot-job-truong-nhom-kinh-doanh-thuong-mai-quoc-te-luong-hap-dan-tu-15-30-trieu-1433800-jd/?source=searchResults&searchType=2&placement=1434001&sortBy=date
100,Sales Executive - Nhân Viên Kinh Doanh(NEW),https://www.vietnamworks.com/sales-executive-nhan-vien-kinh-doanh-135-1436192-jd/?source=searchResults&searchType=2&placement=1436393&sortBy=date
101,Product Specialist - Financial Services(NEW),https://www.vietnamworks.com/product-specialist-financial-services-1433933-jd/?source=searchResults&searchType=2&placement=1434134&sortBy=date
102,Production Engineering Staff (01 Person)/nhân Viên Kỹ Thuật Sản Xuất(NEW),https://www.vietnamworks.com/production-engineering-staff-01-person-nhan-vien-ky-thuat-san-xuat-1436555-jd/?source=searchResults&searchType=2&placement=1436756&sortBy=date
103,Trucking Operator(NEW),https://www.vietnamworks.com/trucking-operator-1433557-jd/?source=searchResults&searchType=2&placement=1433758&sortBy=date
104,"Manager, Credit Analytics & Portfolio Monitoring – Risk Management(NEW)",https://www.vietnamworks.com/manager-credit-analytics-portfolio-monitoring-risk-management-1433485-jd/?source=searchResults&searchType=2&placement=1433686&sortBy=date
105,Chuyên Viên Tư Vấn Bảo Hiểm Nhân Thọ - Kênh Full Time Agent (Toàn Thời Gian)(NEW),https://www.vietnamworks.com/chuyen-vien-tu-van-bao-hiem-nhan-tho-kenh-full-time-agent-toan-thoi-gian-1433796-jd/?source=searchResults&searchType=2&placement=1433997&sortBy=date
106,Lập Trình Viên Fullstack(NEW),https://www.vietnamworks.com/lap-trinh-vien-fullstack-1-1433768-jd/?source=searchResults&searchType=2&placement=1433969&sortBy=date
107,Corporate Reappraisal Officer(NEW),https://www.vietnamworks.com/corporate-reappraisal-officer-1-1433717-jd/?source=searchResults&searchType=2&placement=1433918&sortBy=date
108,Junior Analog Circuit Design Engineer(NEW),https://www.vietnamworks.com/junior-analog-circuit-design-engineer-1433591-jd/?source=searchResults&searchType=2&placement=1433792&sortBy=date
109,Junior Project Manager ( IT Communicator)(NEW),https://www.vietnamworks.com/junior-project-manager-it-communicator-1-1436563-jd/?source=searchResults&searchType=2&placement=1436764&sortBy=date
110,Reporting & Data Management Assistant Manager(NEW),https://www.vietnamworks.com/reporting-data-management-assistant-manager-1436496-jd/?source=searchResults&searchType=2&placement=1436697&sortBy=date
111,Senior QA Automation Engineer(NEW),https://www.vietnamworks.com/senior-qa-automation-engineer-11-1-1-1436477-jd/?source=searchResults&searchType=2&placement=1436678&sortBy=date
112,Kiến Trúc Sư Cảnh Quan(NEW),https://www.vietnamworks.com/kien-truc-su-canh-quan-37-1-1436420-jd/?source=searchResults&searchType=2&placement=1436621&sortBy=date
113,Assistant Director of Sales(NEW),https://www.vietnamworks.com/assistant-director-of-sales-16-1436419-jd/?source=searchResults&searchType=2&placement=1436620&sortBy=date
114,Thiết Kế Mô Hình 3D (Thiệp 3D Pop-Up Cards )(NEW),https://www.vietnamworks.com/thiet-ke-mo-hinh-3d-thiep-3d-pop-up-cards-4-1436514-jd/?source=searchResults&searchType=2&placement=1436715&sortBy=date
115,Fresher C#/.net(NEW),https://www.vietnamworks.com/fresher-c-sharp-net-1-1436411-jd/?source=searchResults&searchType=2&placement=1436612&sortBy=date
116,Front-End Web Developer (Html/css/js -Up to $900)(NEW),https://www.vietnamworks.com/front-end-web-developer-html-css-js-up-to-900-4-1-1436533-jd/?source=searchResults&searchType=2&placement=1436734&sortBy=date
117,Kỹ Sư Giám Sát(NEW),https://www.vietnamworks.com/ky-su-giam-sat-33-1-1436321-jd/?source=searchResults&searchType=2&placement=1436522&sortBy=date
118,Marketing Director(NEW),https://www.vietnamworks.com/marketing-director-134-1-1436364-jd/?source=searchResults&searchType=2&placement=1436565&sortBy=date
119,Simulation Tool Developer(NEW),https://www.vietnamworks.com/simulation-tool-developer-1-1433900-jd/?source=searchResults&searchType=2&placement=1434101&sortBy=date
120,[R&D] Mechanical Simulation Engineer (with Matlab or Python Skill)(NEW),https://www.vietnamworks.com/r-d-mechanical-simulation-engineer-with-matlab-or-python-skill-1-1-2-1433851-jd/?source=searchResults&searchType=2&placement=1434052&sortBy=date
121,HR Officer(NEW),https://www.vietnamworks.com/hr-officer-121-1-1433906-jd/?source=searchResults&searchType=2&placement=1434107&sortBy=date
122,Trưởng Phòng Kinh Doanh(NEW),https://www.vietnamworks.com/truong-phong-kinh-doanh-1660-1-1433879-jd/?source=searchResults&searchType=2&placement=1434080&sortBy=date
123,Cloud Data Engineer - Salary up to 4000$ & Joining Bonus up to 30M VND(NEW),https://www.vietnamworks.com/cloud-data-engineer-salary-up-to-4000-joining-bonus-up-to-30m-vnd-1-1-1435163-jd/?source=searchResults&searchType=2&placement=1435364&sortBy=date
124,[Khu Vực Hà Nội] Chuyên Viên Tư Vấn Tài Chính Cấp Cao – Kênh Hợp Tác Ngân Hàng Nước Ngoài(NEW),https://www.vietnamworks.com/khu-vuc-ha-noi-chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-hop-tac-ngan-hang-nuoc-ngoai-1436250-jd/?source=searchResults&searchType=2&placement=1436451&sortBy=date
125,Chuyên Viên Kinh Doanh Ngoại Hối 2 - Phòng Kinh Doanh Ngoại Hối và Sản Phẩm Phái Sinh(NEW),https://www.vietnamworks.com/chuyen-vien-kinh-doanh-ngoai-hoi-2-phong-kinh-doanh-ngoai-hoi-va-san-pham-phai-sinh-1436216-jd/?source=searchResults&searchType=2&placement=1436417&sortBy=date
126,Senior Software Developer (Java/javascript)(NEW),https://www.vietnamworks.com/senior-software-developer-java-javascript-1-1-1433574-jd/?source=searchResults&searchType=2&placement=1433775&sortBy=date
127,New Product Development Engineer(15 ~ 30 Triệu /tháng)(NEW),https://www.vietnamworks.com/new-product-development-engineer-15-30-trieu-thang-1433725-jd/?source=searchResults&searchType=2&placement=1433926&sortBy=date
128,Giám Đốc Sàn Giao Dịch(NEW),https://www.vietnamworks.com/giam-doc-san-giao-dich-2-1-1-1433614-jd/?source=searchResults&searchType=2&placement=1433815&sortBy=date
129,Java Developer – 2+ Years’ Experience(NEW),https://www.vietnamworks.com/java-developer-2-years-experience-1-1-1436545-jd/?source=searchResults&searchType=2&placement=1436746&sortBy=date
130,Chuyên Viên SOC và Hỗ Trợ Dự Án Security(NEW),https://www.vietnamworks.com/chuyen-vien-soc-va-ho-tro-du-an-security-1-1436196-jd/?source=searchResults&searchType=2&placement=1436397&sortBy=date
131,Material Controller(NEW),https://www.vietnamworks.com/material-controller-5-1-1436350-jd/?source=searchResults&searchType=2&placement=1436551&sortBy=date
132,Kỹ Sư Điện(NEW),https://www.vietnamworks.com/ky-su-dien-618-1-1436320-jd/?source=searchResults&searchType=2&placement=1436521&sortBy=date
133,Trưởng Bộ Phận Quản Lý Chất Lượng(NEW),https://www.vietnamworks.com/truong-bo-phan-quan-ly-chat-luong-12-1-1436296-jd/?source=searchResults&searchType=2&placement=1436497&sortBy=date
134,Thiết Kế Đồ Họa Vi Tính – Computer Graphic Designer(NEW),https://www.vietnamworks.com/thiet-ke-do-hoa-vi-tinh-computer-graphic-designer-3-1-1-1-1-1-3-1436481-jd/?source=searchResults&searchType=2&placement=1436682&sortBy=date
135,Backend Developer(NEW),https://www.vietnamworks.com/backend-developer-37-1-1433908-jd/?source=searchResults&searchType=2&placement=1434109&sortBy=date
136,Kỹ Sư Cơ - HVAC(NEW),https://www.vietnamworks.com/ky-su-co-hvac-2-1433818-jd/?source=searchResults&searchType=2&placement=1434019&sortBy=date
137,Data Analyst (Mức Lương 15-23 Triệu)(NEW),https://www.vietnamworks.com/data-analyst-muc-luong-15-23-trieu-1-1-1434896-jd/?source=searchResults&searchType=2&placement=1435097&sortBy=date
